"Num";"CNTY";"DIFF";"STATUS";"HECTARE";"ToF";"OWNLAND";"AGE";"HARVEST";"r1";"r2";"r3";"r4";"r5";"r6";"r7";"r8";"r11";"r12";"r14";"r17";"r18";"r19";"r21";"r22";"r24";"r28";"r30";"r32";"r36";"r37"
389;59;1;1;37,4;1;1;34;92;0,4;0,68;0,27;0,11;0,29;1,18;0,86;0,32;0,84;1,1;0,28;0,03;0,03;0,17;0,13;0,7;0,08;0,24;0,07;0,21;1,82;0,34
390;59;1;1;33,4;1;1;47;92;0,61;0,46;0,24;0,15;0,46;0,93;0,71;0,23;0,29;0,39;0,44;0,04;0,04;0,11;0,15;0,42;0,18;0,27;0,16;0,23;1,02;0,65
391;59;1;0;102,2;2;0;33;92;0,28;0,93;0,8;0,22;0,06;0,71;0,14;0,57;0,56;0,8;0,5;0,01;0;0,03;0,02;0,12;0,11;0,29;0,26;0,29;1,45;0,39
392;59;1;1;76,1;2;0;30;92;0,72;0,37;0,32;0,23;0,49;1,98;1,35;0,63;0,29;0,52;0,69;0,03;0,06;0,19;0,13;0,43;0,16;0,45;0,25;0,39;1,84;0,36
393;59;1;1;178,2;2;1;38;92;0,79;0,36;0,52;0,41;0,38;2,6;1,26;1,34;-0,23;-0,37;1,21;0,02;0,06;0,22;0,16;0,59;0,11;0,37;0,15;0,31;2,19;0,3
394;59;1;0;22;2;0;28;92;0,36;0,73;0,35;0,13;0,24;0,28;0,18;0,1;0,14;0,19;0,41;0,01;0;0,04;0,01;0,15;0,33;0,25;0,22;0,25;0,54;1,28
395;59;1;0;210;2;0;34;92;0,71;0,34;0,2;0,14;0,57;0,67;0,53;0,14;0,41;0,57;0,25;0,02;0,01;0,06;0,05;0,22;0,29;0,28;0,22;0,26;0,4;1,06
396;59;1;1;42;1;0;49;92;0,42;0,59;0,04;0,02;0,41;0,61;0,59;0,02;0,44;0,57;0,05;0,06;0,04;0,13;0,17;0,58;0,16;0,23;0,1;0,19;0,97;0,7
397;59;1;0;247,5;2;1;24;92;1,18;0;0,47;0,56;0,62;2,73;1,43;1,29;-0,75;-0,89;2,38;0,06;0,16;0,25;0,99;1,56;0,07;0,16;-0,09;0;1,76;0,43
398;59;1;0;112;2;0;33;92;0,22;0,84;0,32;0,07;0,15;0,32;0,22;0,1;0,81;1,24;0,11;0,05;0,01;0,04;0,04;0,12;0,24;0,35;0,3;0,33;0,51;0,7
399;59;1;0;114,5;2;0;35;92;0,5;0,59;0,28;0,14;0,36;0,54;0,39;0,15;0,53;0,96;0,22;0,03;0,01;0,06;0,03;0,15;0,41;0,44;0,38;0,43;0,4;0,92
400;59;1;0;197,5;2;0;27;92;0,4;0,65;0,21;0,09;0,32;0,5;0,39;0,11;0,3;0,5;0,26;0,05;0,02;0,07;0,06;0,16;0,33;0,4;0,34;0,38;0,83;0,81
401;59;1;1;5,9;3;0;34;92;0,74;0,3;0,16;0,12;0,62;0,84;0,7;0,14;0,08;0,14;0,64;0,04;0,03;0,09;0,08;0,2;0,38;0,43;0,35;0,4;0,92;0,88
402;59;1;1;4,4;3;0;45;92;0,62;0,57;0,54;0,34;0,28;0,33;0,15;0,18;0,23;0,28;0,44;0,05;0,02;0,08;0,08;0,39;0,38;0,2;0,12;0,18;0,12;1,91
403;59;2;1;51,6;1;0;48;92;0,6;0,51;0,36;0,22;0,38;1,12;0,71;0,4;1,46;2,14;0,22;0,07;0,08;0,24;0,24;0,75;0,17;0,32;0,08;0,24;0;0,54
404;59;2;1;32;2;0;46;92;1,12;0;0,32;0,36;0,76;2,02;1,38;0,64;0,04;0,05;0,95;0,05;0,1;0,37;0,45;1,65;0,12;0,23;-0,15;0,12;1,13;0,55
405;59;2;0;42,2;2;0;34;92;0,63;0,44;0,27;0,17;0,46;0,96;0,7;0,26;0,75;1,13;0,26;0,01;0,01;0,03;0,04;0,09;0,22;0,34;0,31;0,32;0,52;0,66
406;59;2;1;50;1;0;31;92;0,8;0,22;0,11;0,09;0,71;1,26;1,12;0,14;0,45;0,55;0,24;0,04;0,05;0,26;0,28;1,39;0,12;0,19;-0,07;0,13;0,98;0,63
407;59;2;0;11,2;3;0;32;92;3,15;0;0,35;1,11;2,04;2,85;1,84;1,01;-0,81;-0,93;5,17;0,04;0,11;0,67;0,83;5,11;0,14;0,13;-0,54;0,02;0,71;1,1
408;59;2;1;8,3;3;0;38;92;1,02;0;0,1;0,1;0,92;1;0,9;0,1;0,88;1,06;0,1;0,07;0,07;0,16;0,4;0,94;0,18;0,17;0,01;0,1;0;1,03
409;59;2;1;35,3;3;0;46;92;1,07;0;0,21;0,22;0,84;1,85;1,46;0,39;-0,12;-0,15;1,44;0,08;0,15;0,29;0,69;1,3;0,13;0,23;-0,07;0,07;1,46;0,58
410;59;2;1;35,4;1;1;44;92;0,53;0,56;0,31;0,17;0,37;0,93;0,64;0,29;0,33;0,47;0,47;0,07;0,06;0,16;0,21;0,53;0,17;0,3;0,14;0,24;1,13;0,57
411;59;2;1;44;2;0;51;92;1,11;0;0,34;0,38;0,73;1,55;1,02;0,53;-0,02;-0,03;1,05;0,06;0,09;0,26;0,47;1,31;0,14;0,2;-0,06;0,11;0,89;0,72
412;59;2;1;48,2;2;0;50;92;0,15;0,92;0,46;0,07;0,08;0,26;0,14;0,12;0,89;1,74;0,12;0,05;0,01;0,05;0,03;0,09;0,28;0,49;0,44;0,48;0,78;0,56
413;59;2;1;28;1;0;49;92;1,13;0;0,09;0,1;1,03;2,71;2,48;0,24;1,73;3,63;0,12;0,09;0,25;0,28;0,47;0,52;0,22;0,52;0,25;0,28;0,43;0,42
414;59;2;1;68;1;1;47;92;0,23;0,85;0,4;0,09;0,14;1,44;0,86;0,58;2,08;2,42;0,22;0,04;0,06;0,11;0,43;0,8;0,02;0,14;0,03;0,08;3,58;0,16
415;59;2;1;9;1;0;65;92;0,56;0,55;0,36;0,2;0,36;3,44;2,2;1,24;2,2;2,62;0,36;0,02;0,07;0,2;0,44;1,24;0,03;0,16;-0,04;0,09;2,68;0,16
416;59;2;1;14,7;3;0;53;92;0,57;0,51;0,27;0,16;0,42;2,55;1,86;0,69;-0,21;-0,27;1,43;0,07;0,19;0,67;0,88;3,17;0,05;0,21;-0,46;0,02;3,96;0,23
417;59;2;1;32,2;1;1;33;92;0,67;0,56;0,6;0,4;0,27;1,03;0,41;0,62;0,5;0,86;0,55;0,12;0,13;0,3;0,3;0,7;0,27;0,42;0,12;0,29;0,42;0,65
418;59;2;1;51,7;1;0;34;92;0,78;0,3;0,32;0,25;0,53;1,65;1,12;0,53;0,34;0,49;0,61;0,03;0,05;0,19;0,17;0,63;0,14;0,3;0,11;0,25;1,25;0,47
419;59;2;1;34,7;1;1;43;92;0,68;0,41;0,31;0,21;0,47;1,56;1,08;0,48;0,53;0,63;0,48;0,04;0,06;0,16;0,36;1;0,07;0,16;-3,00E-004;0,1;1,29;0,44
420;59;2;1;125,8;3;0;51;92;1;0;0,48;0,48;0,52;1,6;0,83;0,77;0,17;0,19;0,82;0,04;0,06;0,16;0,65;1,7;0,06;0,1;-0,07;0,03;0,66;0,63
421;59;2;0;55,9;1;0;30;92;0,78;0,32;0,37;0,29;0,49;1,52;0,95;0,56;0,71;1,24;0,44;0,07;0,1;0,33;0,24;0,77;0,22;0,42;0,1;0,32;0,68;0,51
422;59;2;0;123,2;1;0;29;92;0,71;0,58;0,69;0,49;0,22;0,95;0,29;0,66;0,35;0,46;0,65;0,1;0,1;0,21;0,43;0,94;0,17;0,23;0,01;0,13;0,33;0,74
423;59;2;0;92,6;2;0;34;92;0,64;0,44;0,28;0,18;0,46;0,97;0,69;0,28;0,17;0,22;0,62;0,06;0,05;0,16;0,21;0,61;0,17;0,26;0,1;0,2;1,06;0,66
424;59;2;1;65;2;0;57;92;2,07;0;0,39;0,82;1,26;2,24;1,36;0,88;-0,5;-0,71;2,29;0,05;0,11;0,31;0,38;1,01;0,28;0,3;0;0,19;0,7;0,93
425;59;2;1;22;1;1;57;92;0,7;0,36;0,25;0,18;0,53;0,89;0,67;0,22;0,16;0,24;0,59;0,06;0,05;0,16;0,15;0,48;0,27;0,34;0,18;0,29;0,89;0,78
426;59;2;1;74;2;0;39;92;0,72;0,33;0,19;0,13;0,58;1,68;1,37;0,32;0,14;0,16;0,7;0,06;0,11;0,35;0,73;2,33;0,06;0,15;-0,2;0,04;1,9;0,43
427;59;2;1;92;2;1;38;92;0,84;0,19;0,19;0,16;0,68;1,91;1,55;0,36;0,3;0,4;0,54;0,05;0,09;0,28;0,35;1,06;0,11;0,26;-0,02;0,17;1,61;0,44
428;59;2;1;24,5;2;0;56;92;0,51;0,73;0,63;0,32;0,19;1,56;0,57;0,99;-0,49;-0,57;1,97;0,05;0,08;0,16;0,58;1,12;0,05;0,14;-0,02;0,06;2,57;0,33
429;59;2;0;57,2;1;0;30;92;0,74;0,39;0,45;0,33;0,41;0,92;0,51;0,41;0,66;0,92;0,38;0,06;0,06;0,16;0,21;0,56;0,22;0,28;0,12;0,22;0,17;0,81
430;59;2;1;1,3;3;0;42;92;0,97;1;1;0,97;6,00E-005;0,73;5,00E-005;0,73;-0,29;-0,35;1,68;0,03;0,02;0,11;0,14;0,63;0,23;0,17;0,06;0,15;0,32;1,33
431;59;2;1;26,2;1;0;55;92;0,67;0,49;0,48;0,32;0,35;0,65;0,34;0,31;-0,02;-0,02;1,05;0,05;0,03;0,1;0,2;0,62;0,16;0,16;0,06;0,13;0,68;1,02
432;59;2;1;18,9;2;0;50;92;1,02;0;0,14;0,15;0,88;1,65;1,42;0,24;0,3;0,42;0,44;0,07;0,12;0,23;0,41;0,78;0,18;0,29;0,06;0,17;1,09;0,62
433;59;2;1;21,9;1;0;56;92;0,74;0,44;0,55;0,41;0,33;1,51;0,67;0,84;0,08;0,1;0,92;0,05;0,08;0,24;0,32;0,92;0,13;0,26;0,02;0,17;1,13;0,49
434;59;2;1;62,4;1;0;41;92;0,65;0,43;0,26;0,17;0,48;1,67;1,23;0,44;0,78;1,05;0,36;0,04;0,06;0,22;0,25;0,86;0,1;0,26;0,04;0,19;1,36;0,39
435;59;2;1;77,1;2;0;45;92;0,98;0,04;0,46;0,45;0,53;1,47;0,79;0,68;-0,15;-0,2;1,29;0,07;0,1;0,16;0,39;0,64;0,17;0,25;0,09;0,15;0,97;0,67
436;59;2;1;45;1;0;39;92;0,8;0,3;0,39;0,31;0,49;1,01;0,62;0,39;0,45;0,54;0,47;0,05;0,05;0,09;0,28;0,55;0,13;0,17;0,08;0,12;0,43;0,79
437;59;2;0;65,3;2;0;35;92;1,64;0;0,25;0,42;1,22;3,07;2,3;0,78;-0,04;-0,05;1,06;0,03;0,1;0,51;1,03;5,3;0,05;0,1;-0,42;0;1,14;0,53
438;59;2;1;25,4;2;0;56;92;1,06;0;0,45;0,47;0,59;1,29;0,71;0,58;-0,18;-0,2;1,47;0,06;0,08;0,15;1,28;2,39;0,05;0,06;-0,09;-0,02;0,82;0,82
439;59;2;1;45;2;1;59;92;0,79;0,28;0,3;0,24;0,55;1,86;1,3;0,56;0,17;0,23;0,77;0,08;0,15;0,24;0,56;0,91;0,11;0,26;0,02;0,11;1,64;0,42
440;59;2;1;2;1;1;52;92;1,05;0;0,3;0,31;0,74;0,78;0,55;0,23;0,04;0,06;0,84;0,1;0,08;0,22;0,25;0,67;0,44;0,33;0,11;0,24;0,47;1,34
441;59;2;1;32,5;2;0;49;92;0,41;0,81;0,66;0,27;0,14;2,09;0,72;1,37;0,36;0,56;0,79;0,03;0,06;0,21;0,16;0,58;0,07;0,36;0,15;0,31;3,39;0,2
442;59;2;1;30,2;3;1;34;92;0,96;0,04;0,07;0,07;0,89;1,38;1,28;0,1;0,14;0,19;0,42;0,06;0,08;0,22;0,33;0,89;0,17;0,25;0,03;0,17;1,2;0,69
443;59;2;1;47;3;1;55;92;0,57;0,5;0,25;0,14;0,43;1,65;1,24;0,41;0,33;0,43;0,56;0,07;0,12;0,24;0,48;0,99;0,08;0,24;0;0,12;2,15;0,35
444;59;1;1;57,1;3;0;47;93;0,33;0,76;0,33;0,11;0,22;0,73;0,48;0,24;0,75;1,07;0,25;0,06;0,04;0,09;0,14;0,29;0,13;0,3;0,21;0,26;1,24;0,45
445;59;1;1;65;3;0;49;93;0,17;0,9;0,46;0,08;0,09;0,47;0,25;0,22;1,27;2,02;0,15;0,04;0,02;0,06;0,05;0,17;0,13;0,37;0,31;0,36;1,36;0,35
446;59;1;1;128;2;1;47;93;0,21;0,86;0,41;0,09;0,12;0,56;0,33;0,23;0,44;0,59;0,34;0,06;0,03;0,14;0,12;0,52;0,1;0,26;0,13;0,23;2;0,38
447;59;1;1;49,8;1;0;46;93;0,35;0,75;0,36;0,12;0,22;0,7;0,45;0,25;0,56;0,94;0,31;0,07;0,05;0,17;0,11;0,43;0,2;0,4;0,23;0,36;1,21;0,5
448;59;1;1;76,5;3;1;54;93;0,43;0,73;0,51;0,22;0,21;1,29;0,63;0,65;0,76;1,05;0,46;0,07;0,09;0,32;0,33;1,13;0,09;0,28;-0,04;0,19;1,59;0,33
449;59;1;0;67,8;1;0;44;93;0,33;0,48;-1,2;-0,4;0,73;0,59;1,29;-0,7;1,93;3,24;-0,57;0,02;0,01;0,05;0,02;0,13;0,23;0,41;0,35;0,4;0,53;0,57
450;59;1;1;42;3;0;59;93;0,18;0,89;0,44;0,08;0,1;0,23;0,13;0,1;0,4;0,61;0,21;0,05;0,01;0,03;0,04;0,08;0,27;0,35;0,32;0,34;0,81;0,76
451;59;1;0;78;1;0;37;93;0,78;0,31;0,36;0,28;0,49;0,87;0,55;0,32;0,37;0,72;0,46;0,05;0,04;0,13;0,08;0,27;0,44;0,49;0,36;0,45;0,43;0,9
452;59;1;1;83;2;0;50;93;0,57;0,74;0,73;0,42;0,15;1,16;0,31;0,85;-0,09;-0,15;1,12;0,03;0,04;0,3;0,11;0,84;0,18;0,36;0,06;0,32;1,27;0,49
453;59;1;1;27,7;1;0;46;93;0,71;0,35;0,22;0,16;0,55;0,88;0,68;0,19;0,34;0,42;0,36;0,06;0,05;0,19;0,29;1,06;0,15;0,18;-0,01;0,13;0,71;0,8
454;59;1;1;156,1;2;0;36;93;0,87;0,2;0,4;0,35;0,52;1,98;1,19;0,79;-0,22;-0,3;1,38;0,05;0,11;0,3;0,38;1,08;0,12;0,28;-0,02;0,17;1,71;0,44
455;59;1;1;87,1;2;0;57;93;0,61;0,81;0,84;0,51;0,09;1;0,16;0,84;0,08;0,09;0,92;0,05;0,05;0,11;0,27;0,62;0,11;0,18;0,07;0,13;0,72;0,61
456;59;1;1;101,8;2;0;53;93;0,36;0,76;0,44;0,16;0,21;0,61;0,34;0,26;0,49;0,84;0,35;0,04;0,03;0,11;0,07;0,27;0,25;0,41;0,3;0,38;0,92;0,6
457;59;1;1;77,7;2;1;50;93;0,38;0,72;0,37;0,14;0,24;0,76;0,48;0,28;0,43;0,65;0,39;0,03;0,02;0,13;0,07;0,37;0,17;0,34;0,21;0,32;1,28;0,5
458;59;1;1;81,6;2;0;59;93;0,21;0,89;0,53;0,11;0,1;0,42;0,2;0,22;0,79;1,19;0,22;0,02;0,01;0,14;0,03;0,42;0,17;0,34;0,19;0,33;1,03;0,49
459;59;1;1;151,7;2;0;49;93;0,39;0,71;0,37;0,14;0,25;0,75;0,48;0,28;0,68;0,87;0,29;0,03;0,03;0,22;0,12;1,04;0,11;0,21;-0,01;0,19;0,99;0,51
460;59;1;0;69;1;0;37;93;0,3;0,78;0,36;0,11;0,19;0,38;0,24;0,14;0,76;1,23;0,15;0,03;0,01;0,06;0,03;0,15;0,3;0,38;0,33;0,37;0,37;0,79
461;59;1;1;43,4;1;1;54;93;0,51;0,53;0,17;0,09;0,43;1,15;0,96;0,19;0,67;0,9;0,22;0,06;0,07;0,21;0,26;0,82;0,11;0,26;0,05;0,19;1,38;0,45
462;59;1;0;112;1;0;35;93;0,41;0,67;0,29;0,12;0,29;0,5;0,36;0,15;0,63;1,14;0,19;0,06;0,03;0,14;0,07;0,31;0,37;0,45;0,31;0,42;0,46;0,81
463;59;1;1;70,9;1;0;50;93;0,4;0,71;0,38;0,15;0,25;0,99;0,61;0,38;1,01;1,51;0,27;0,04;0,04;0,15;0,13;0,44;0,13;0,33;0,19;0,29;1,09;0,4
464;59;1;0;160,6;2;0;24;93;0,7;0,37;0,25;0,18;0,52;1,08;0,8;0,27;0,61;0,86;0,31;0,03;0,04;0,19;0,13;0,67;0,19;0,29;0,1;0,25;0,66;0,65
465;59;1;1;107,7;2;1;59;93;0,49;0,65;0,43;0,21;0,28;0,84;0,48;0,36;0,25;0,27;0,59;0,05;0,04;0,11;0,42;1,12;0,06;0,1;-0,01;0,06;1,1;0,59
466;59;1;1;118,6;1;1;58;93;0,18;0,93;0,68;0,12;0,06;0,32;0,1;0,21;0,79;1,21;0,21;0,02;0,01;0,02;0,02;0,05;0,2;0,35;0,33;0,34;0,73;0,58
467;59;1;1;54;2;1;37;93;0,54;0,49;0,11;0,06;0,48;1,79;1,59;0,19;0,88;1,39;0,18;0,06;0,1;0,45;0,27;1,22;0,11;0,37;-0,08;0,27;2,24;0,3
468;59;1;1;83,3;3;0;39;93;0,6;0,44;0,15;0,09;0,52;1,2;1,02;0,18;0,68;1,03;0,21;0,05;0,05;0,15;0,16;0,42;0,17;0,34;0,2;0,29;1,13;0,5
469;59;1;0;128,2;2;0;33;93;0,77;0,4;0,56;0,43;0,34;0,68;0,3;0,38;-0,01;-0,02;1,04;0,04;0,02;0,15;0,1;0,59;0,28;0,25;0,1;0,23;0,52;1,13
470;59;1;1;51;1;0;39;93;0,44;0,61;0,2;0,09;0,36;1,04;0,84;0,21;0,61;0,88;0,25;0,05;0,05;0,17;0,15;0,54;0,13;0,31;0,15;0,27;1,53;0,43
471;59;1;1;65;1;0;59;93;0,35;0,8;0,55;0,19;0,16;0,47;0,21;0,26;0,67;0,97;0,28;0,02;0,01;0,03;0,03;0,09;0,23;0,31;0,28;0,3;0,4;0,75
472;59;1;1;152,5;1;0;45;93;0,67;0,45;0,41;0,27;0,4;1,36;0,81;0,55;0,43;0,62;0,56;0,06;0,08;0,26;0,27;0,82;0,15;0,31;0,05;0,23;1,05;0,5
473;59;1;1;52,7;1;0;28;93;0,75;0,37;0,44;0,33;0,43;1,13;0,64;0,49;0,16;0,24;0,75;0,06;0,07;0,26;0,23;0,81;0,22;0,32;0,06;0,25;0,84;0,67
474;59;1;1;38,1;1;1;54;93;0,38;0,74;0,43;0,17;0,22;0,86;0,49;0,37;0,5;0,71;0,42;0,06;0,05;0,13;0,18;0,43;0,13;0,29;0,17;0,24;1,36;0,45
475;59;1;0;119,8;1;0;27;93;0,54;0,54;0,26;0,14;0,4;0,74;0,54;0,19;0,65;1,13;0,23;0,04;0,03;0,15;0,08;0,35;0,31;0,43;0,27;0,39;0,53;0,73
476;59;1;0;151,5;1;0;31;93;0,4;0,79;0,6;0,24;0,16;0,61;0,24;0,36;0,63;1,06;0,36;0,04;0,02;0,08;0,05;0,2;0,26;0,4;0,32;0,38;0,54;0,65
477;59;1;1;52,7;1;0;39;93;0,33;0,72;0,21;0,07;0,26;0,66;0,52;0,14;0,77;1,25;0,15;0,04;0,03;0,11;0,07;0,28;0,19;0,38;0,28;0,36;1,1;0,5
478;59;1;1;85,2;1;0;42;93;0,38;0,73;0,4;0,15;0,23;0,66;0,4;0,27;0,6;0,97;0,31;0,04;0,03;0,14;0,08;0,37;0,22;0,38;0,24;0,35;0,87;0,57
479;59;1;0;69;1;0;34;93;0,4;0,67;0,24;0,1;0,3;0,63;0,48;0,15;0,7;0,96;0,18;0,04;0,03;0,13;0,1;0,49;0,17;0,27;0,14;0,24;0,74;0,63
480;59;1;1;61,6;1;0;49;93;0,55;0,54;0,31;0,17;0,38;1,31;0,9;0,4;0,31;0,57;0,56;0,04;0,06;0,14;0,13;0,3;0,19;0,45;0,32;0,39;1,64;0,42
481;59;1;0;67,2;1;0;33;93;0,57;0,5;0,23;0,13;0,44;0,88;0,68;0,2;0,63;0,88;0,24;0,04;0,04;0,16;0,13;0,56;0,19;0,29;0,13;0,25;0,73;0,64
482;59;1;1;47,8;3;0;55;93;0,57;0,55;0,39;0,22;0,35;0,53;0,33;0,21;0,13;0,16;0,61;0,04;0,02;0,07;0,11;0,35;0,2;0,19;0,12;0,17;0,59;1,07
483;59;1;1;125,9;2;1;50;93;0,75;0,33;0,32;0,24;0,51;1,8;1,22;0,58;0,29;0,49;0,67;0,06;0,1;0,27;0,26;0,67;0,17;0,4;0,13;0,3;1,51;0,42
484;59;1;1;42,6;2;1;60;93;0,66;0,46;0,39;0,26;0,4;1,57;0,96;0,61;0,01;0,02;0,98;0,08;0,13;0,37;0,35;1;0,16;0,37;0;0,24;1,75;0,42
485;59;1;1;37,4;1;1;34;93;0,36;0,69;0,2;0,07;0,29;1,16;0,93;0,23;1,04;1,46;0,18;0,04;0,05;0,21;0,17;0,72;0,09;0,29;0,08;0,24;2;0,31
486;59;1;1;33,4;1;1;47;93;0,64;0,47;0,36;0,23;0,41;1,02;0,66;0,37;0,16;0,19;0,7;0,06;0,06;0,15;0,33;0,88;0,11;0,17;0,02;0,12;1,09;0,62
487;59;1;0;102,2;2;0;33;93;0,37;0,81;0,6;0,22;0,15;0,64;0,26;0,38;0,39;0,54;0,5;0,03;0,02;0,06;0,06;0,24;0,16;0,27;0,21;0,25;0,96;0,58
488;59;1;1;76,1;2;0;30;93;0,82;0,24;0,31;0,26;0,56;1,64;1,12;0,52;0,14;0,23;0,78;0,03;0,04;0,14;0,11;0,38;0,19;0,38;0,24;0,34;1,34;0,5
489;59;1;1;178,2;2;1;38;93;0,69;0,43;0,39;0,27;0,42;1,49;0,9;0,59;0,18;0,26;0,77;0,03;0,05;0,22;0,15;0,65;0,16;0,34;0,12;0,29;1,4;0,46
490;59;1;0;22;2;0;28;93;0,64;0,44;0,28;0,18;0,46;0,44;0,32;0,12;0,15;0,2;0,46;0,03;0,01;0,11;0,05;0,42;0,4;0,27;0,16;0,26;0,42;1,47
491;59;1;0;210;2;0;34;93;0,62;0,47;0,3;0,19;0,44;0,64;0,45;0,19;0,48;0,78;0,29;0,03;0,02;0,09;0,05;0,22;0,38;0,39;0,3;0,37;0,36;0,97
492;59;1;1;42;1;0;49;93;0,45;0,57;0,08;0,03;0,42;0,63;0,58;0,05;0,42;0,48;0,1;0,09;0,06;0,19;0,5;1,61;0,08;0,12;-0,07;0,06;0,93;0,71
493;59;1;0;247,5;2;1;24;93;0,72;0,33;0,19;0,14;0,58;1,45;1,16;0,28;0,25;0,35;0,53;0,1;0,14;0,21;0,5;0,72;0,14;0,29;0,08;0,14;1,48;0,5
494;59;1;0;112;2;0;33;93;0,22;0,85;0,36;0,08;0,14;0,32;0,21;0,12;0,99;1,38;0,1;0,04;0,01;0,05;0,05;0,17;0,19;0,28;0,23;0,27;0,4;0,66
495;59;1;0;114,5;2;0;35;93;0,46;0,65;0,36;0,16;0,3;0,49;0,31;0,17;0,59;1,41;0,23;0,04;0,02;0,07;0,03;0,12;0,55;0,58;0,51;0,56;0,29;0,95
496;59;1;0;197,5;2;0;27;93;0,41;0,67;0,3;0,12;0,29;0,62;0,44;0,19;0,36;0,54;0,34;0,04;0,02;0,1;0,07;0,29;0,22;0,33;0,23;0,31;0,97;0,66
497;59;1;1;5,9;3;0;34;93;0,72;0,31;0,15;0,1;0,62;0,82;0,7;0,12;0,08;0,18;0,59;0,08;0,07;0,17;0,12;0,3;0,49;0,55;0,38;0,49;0,93;0,88
498;59;1;1;4,4;3;0;45;93;0,59;0,66;0,63;0,37;0,22;0,31;0,12;0,2;0,21;0,27;0,49;0,04;0,01;0,06;0,05;0,3;0,4;0,22;0,15;0,2;0,13;1,87
499;59;2;1;51,6;1;0;48;93;0,47;0,62;0,32;0,15;0,32;0,87;0,59;0,28;0,37;0,66;0,43;0,06;0,05;0,16;0,12;0,37;0,24;0,44;0,28;0,38;1,18;0,55
500;59;2;1;32;2;0;46;93;1,14;0;0,31;0,35;0,79;1,98;1,37;0,62;0,05;0,06;0,92;0,04;0,07;0,35;0,4;2,01;0,1;0,17;-0,18;0,1;1,07;0,58
501;59;2;0;42,2;2;0;34;93;0,82;0,22;0,19;0,15;0,66;1,66;1,34;0,31;0,93;1,2;0,25;0,01;0,02;0,05;0,09;0,22;0,11;0,22;0,17;0,2;0,78;0,49
502;59;2;1;50;1;0;31;93;0,73;0,31;0,17;0,12;0,61;1,18;0,98;0,2;0,39;0,66;0,34;0,03;0,03;0,18;0,08;0,44;0,25;0,41;0,23;0,37;1,03;0,62
503;59;2;0;11,2;3;0;32;93;2,3;0;0,31;0,72;1,59;1,6;1,1;0,5;-0,26;-0,53;2,06;0,04;0,06;0,5;0,11;0,97;0,75;0,52;0,02;0,46;0,45;1,44
504;59;2;1;35,3;3;0;46;93;1,16;0;0,11;0,13;1,04;1,88;1,67;0,21;0,1;0,12;0,67;0,07;0,12;0,26;0,69;1,44;0,11;0,18;-0,08;0,05;1,31;0,62
505;59;2;1;35,4;1;1;44;93;0,59;0,52;0,34;0,2;0,39;1,05;0,7;0,36;0,32;0,46;0,53;0,07;0,07;0,16;0,22;0,51;0,17;0,31;0,15;0,24;1,12;0,56
506;59;2;1;44;2;0;51;93;1,12;0;0,32;0,36;0,76;1,07;0,73;0,34;0,01;0,02;0,96;0,06;0,06;0,21;0,18;0,65;0,34;0,33;0,11;0,27;0,61;1,04
507;59;2;1;48,2;2;0;50;93;0,13;0,93;0,5;0,07;0,07;0,27;0,14;0,13;0,85;1,28;0,13;0,05;0,01;0,06;0,04;0,18;0,17;0,33;0,27;0,32;1;0,5
508;59;2;1;28;1;0;49;93;1,17;0;0,1;0,12;1,05;3,47;3,12;0,36;2,05;3,15;0,15;0,08;0,27;0,49;0,77;1,41;0,12;0,35;-0,14;0,08;0,56;0,34
509;59;2;1;68;1;1;47;93;0,26;0,77;0,12;0,03;0,22;1,25;1,1;0,16;2,07;3,1;0,07;0,06;0,07;0,2;0,22;0,6;0,07;0,33;0,13;0,26;2,67;0,2
510;59;2;1;9;1;0;65;93;0,64;0,4;0,16;0,1;0,54;1,56;1,31;0,25;1,31;1,87;0,16;0,02;0,04;0,14;0,12;0,47;0,12;0,3;0,16;0,27;0,89;0,41
511;59;2;1;14,7;3;0;53;93;0,55;0,57;0,38;0,21;0,34;3,24;2;1,24;-0,37;-0,4;1,42;0,08;0,25;1,14;2,94;13,67;0,01;0,08;-1,06;-0,16;5,04;0,17
512;59;2;1;32,2;1;1;33;93;0,88;0,21;0,47;0,41;0,47;1,21;0,65;0,56;0,4;0,7;0,59;0,07;0,08;0,21;0,18;0,49;0,31;0,43;0,22;0,35;0,42;0,72
513;59;2;1;51,7;1;0;34;93;0,77;0,32;0,35;0,27;0,5;1,33;0,86;0,46;0,25;0,37;0,65;0,03;0,04;0,16;0,12;0,48;0,19;0,33;0,17;0,29;1,02;0,58
514;59;2;1;34,7;1;1;43;93;0,71;0,39;0,37;0,27;0,45;1,83;1,15;0,68;0,5;0,73;0,58;0,04;0,08;0,22;0,24;0,71;0,12;0,31;0,09;0,24;1,39;0,39
515;59;2;1;125,8;3;0;51;93;1,13;0;0,58;0,65;0,47;1,92;0,8;1,11;-0,12;-0,14;1,12;0,05;0,09;0,24;0,79;2,15;0,07;0,11;-0,13;0,02;0,71;0,59
516;59;2;0;55,9;1;0;30;93;0,66;0,46;0,39;0,26;0,4;1,2;0,73;0,47;0,8;1,61;0,37;0,07;0,09;0,28;0,17;0,55;0,28;0,5;0,23;0,42;0,55;0,55
517;59;2;0;123,2;1;0;29;93;0,77;0,49;0,69;0,53;0,24;0,86;0,27;0,6;0,28;0,4;0,68;0,07;0,06;0,15;0,2;0,51;0,26;0,3;0,14;0,24;0,24;0,89
